금융회사명,상품명,가입방법,만기이자,우대조건,가입대상,금리유형,저축기간(개월),기본금리(%),최고우대금리(%),금융권
경남은행,BNK더조은정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①가입금액 20백만원 이상인 경우 0.20%
②이 예금 신규시 금리우대쿠폰 등록할 경우 0.20% 
③ 경남은행 오픈뱅킹 서비스에 가입되어 있는 경우
(만기시까지 해당서비스 유지하는 경우) 0.10%
④ 자동재예치 신청 0.05%
(단 금리우대쿠폰과 중복적용 불가)","거래대상자는 제한을 두지 아니한다. 다만, 국가 및 지방자치단체는 이 예금을 거래할 수 없다.",단리,3,2.15,2.65,1금융권
경남은행,BNK더조은정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①가입금액 20백만원 이상인 경우 0.20%
②이 예금 신규시 금리우대쿠폰 등록할 경우 0.20% 
③ 경남은행 오픈뱅킹 서비스에 가입되어 있는 경우
(만기시까지 해당서비스 유지하는 경우) 0.10%
④ 자동재예치 신청 0.05%
(단 금리우대쿠폰과 중복적용 불가)","거래대상자는 제한을 두지 아니한다. 다만, 국가 및 지방자치단체는 이 예금을 거래할 수 없다.",단리,6,2.2,2.7,1금융권
경남은행,BNK더조은정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①가입금액 20백만원 이상인 경우 0.20%
②이 예금 신규시 금리우대쿠폰 등록할 경우 0.20% 
③ 경남은행 오픈뱅킹 서비스에 가입되어 있는 경우
(만기시까지 해당서비스 유지하는 경우) 0.10%
④ 자동재예치 신청 0.05%
(단 금리우대쿠폰과 중복적용 불가)","거래대상자는 제한을 두지 아니한다. 다만, 국가 및 지방자치단체는 이 예금을 거래할 수 없다.",단리,12,2.3,2.8,1금융권
경남은행,BNK더조은정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①가입금액 20백만원 이상인 경우 0.20%
②이 예금 신규시 금리우대쿠폰 등록할 경우 0.20% 
③ 경남은행 오픈뱅킹 서비스에 가입되어 있는 경우
(만기시까지 해당서비스 유지하는 경우) 0.10%
④ 자동재예치 신청 0.05%
(단 금리우대쿠폰과 중복적용 불가)","거래대상자는 제한을 두지 아니한다. 다만, 국가 및 지방자치단체는 이 예금을 거래할 수 없다.",단리,24,2.2,2.7,1금융권
경남은행,BNK주거래우대정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①급여,연금,가맹점대금 중 한 종류 입금할 경우 0.10%
②당행 신용/체크카드 결제실적 보유할 경우 0.10%
③가입일 기준 6개월이내 당행 정기예금 미보유 신규 고객인 경우 0.10%",개인 및 개인사업자,단리,6,2.6,2.9,1금융권
경남은행,BNK주거래우대정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①급여,연금,가맹점대금 중 한 종류 입금할 경우 0.10%
②당행 신용/체크카드 결제실적 보유할 경우 0.10%
③가입일 기준 6개월이내 당행 정기예금 미보유 신규 고객인 경우 0.10%",개인 및 개인사업자,단리,12,2.65,2.95,1금융권
경남은행,BNK주거래우대정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①급여,연금,가맹점대금 중 한 종류 입금할 경우 0.10%
②당행 신용/체크카드 결제실적 보유할 경우 0.10%
③가입일 기준 6개월이내 당행 정기예금 미보유 신규 고객인 경우 0.10%",개인 및 개인사업자,단리,24,2.45,2.75,1금융권
경남은행,The든든예금(시즌2),스마트폰,"만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①마케팅동의 및 모바일메세지 수신동의 0.05%
②신규고객 우대(최근 12개월 신규이력·해지이력 미보유) 0.10%
③이벤트금리(비대면금리)
- 3개월, 6개월: 0.65%
- 12개월: 0.70%",개인,단리,3,2.05,2.85,1금융권
경남은행,The든든예금(시즌2),스마트폰,"만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①마케팅동의 및 모바일메세지 수신동의 0.05%
②신규고객 우대(최근 12개월 신규이력·해지이력 미보유) 0.10%
③이벤트금리(비대면금리)
- 3개월, 6개월: 0.65%
- 12개월: 0.70%",개인,단리,6,2.05,2.85,1금융권
경남은행,The든든예금(시즌2),스마트폰,"만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①마케팅동의 및 모바일메세지 수신동의 0.05%
②신규고객 우대(최근 12개월 신규이력·해지이력 미보유) 0.10%
③이벤트금리(비대면금리)
- 3개월, 6개월: 0.65%
- 12개월: 0.70%",개인,단리,12,2.0,2.85,1금융권
광주은행,The플러스예금,"영업점,스마트폰","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%",▶ 해당사항없음,"개인 및 법인(단,국가 지자체 및 금융기관 제외)",단리,3,2.65,2.65,1금융권
광주은행,The플러스예금,"영업점,스마트폰","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%",▶ 해당사항없음,"개인 및 법인(단,국가 지자체 및 금융기관 제외)",단리,6,2.6,2.6,1금융권
광주은행,The플러스예금,"영업점,스마트폰","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%",▶ 해당사항없음,"개인 및 법인(단,국가 지자체 및 금융기관 제외)",단리,12,2.6,2.6,1금융권
광주은행,굿스타트예금,스마트폰,"*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%","▶ 최고우대금리 0.5% 
 ① 첫예금거래 : 0.4% -최근1년동안 정기예금 계좌 신규 또는 해지이력이 없는경우
 ② 개인(신용)정보 수집이용동의 : 0.1% -만기일전일까지 유지시",개인 및 개인사업자,단리,12,2.14,2.64,1금융권
광주은행,미즈월복리정기예금,"영업점,인터넷,스마트폰,기타","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%","▶ 최고우대금리 0.2% 
 ① 요구불평잔 : 0.2% -300만원이상 0.1%, 500만원이상 0.2%
 ② 신용(체크)카드결제실적 : 0.1% -전월결제금 300만원이상 0.05%, 500만원이상 0.1%",만18세이상 여성으로 실명의 개인 및 개인사업자,복리,12,2.34,2.54,1금융권
광주은행,미즈월복리정기예금,"영업점,인터넷,스마트폰,기타","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%","▶ 최고우대금리 0.2% 
 ① 요구불평잔 : 0.2% -300만원이상 0.1%, 500만원이상 0.2%
 ② 신용(체크)카드결제실적 : 0.1% -전월결제금 300만원이상 0.05%, 500만원이상 0.1%",만18세이상 여성으로 실명의 개인 및 개인사업자,복리,24,2.28,2.48,1금융권
광주은행,미즈월복리정기예금,"영업점,인터넷,스마트폰,기타","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%","▶ 최고우대금리 0.2% 
 ① 요구불평잔 : 0.2% -300만원이상 0.1%, 500만원이상 0.2%
 ② 신용(체크)카드결제실적 : 0.1% -전월결제금 300만원이상 0.05%, 500만원이상 0.1%",만18세이상 여성으로 실명의 개인 및 개인사업자,복리,36,2.19,2.39,1금융권
광주은행,스마트모아Dream정기예금,"인터넷,스마트폰","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%",▶ 1천만원 이상 가입시 최대 0.2%우대,개인 및 개인사업자,단리,1,2.26,2.36,1금융권
광주은행,스마트모아Dream정기예금,"인터넷,스마트폰","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%",▶ 1천만원 이상 가입시 최대 0.2%우대,개인 및 개인사업자,단리,3,2.26,2.36,1금융권
광주은행,스마트모아Dream정기예금,"인터넷,스마트폰","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%",▶ 1천만원 이상 가입시 최대 0.2%우대,개인 및 개인사업자,단리,6,2.25,2.35,1금융권
광주은행,스마트모아Dream정기예금,"인터넷,스마트폰","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%",▶ 1천만원 이상 가입시 최대 0.2%우대,개인 및 개인사업자,단리,12,2.24,2.44,1금융권
광주은행,스마트모아Dream정기예금,"인터넷,스마트폰","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%",▶ 1천만원 이상 가입시 최대 0.2%우대,개인 및 개인사업자,단리,24,2.18,2.38,1금융권
광주은행,스마트모아Dream정기예금,"인터넷,스마트폰","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%",▶ 1천만원 이상 가입시 최대 0.2%우대,개인 및 개인사업자,단리,36,2.09,2.29,1금융권
국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,실명의 개인 또는 개인사업자,단리,1,1.8,2.65,1금융권
국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,실명의 개인 또는 개인사업자,단리,3,2.2,2.65,1금융권
국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,실명의 개인 또는 개인사업자,단리,6,2.3,2.6,1금융권
국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,실명의 개인 또는 개인사업자,단리,12,2.4,2.6,1금융권
국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,실명의 개인 또는 개인사업자,단리,24,2.4,2.5,1금융권
국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,실명의 개인 또는 개인사업자,단리,36,2.4,2.5,1금융권
농협은행주식회사,NH고향사랑기부예금,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 큰만족실세예금 계약기간별 금리","1. 고향사랑기부금 납부고객 우대 : 0.5%p

2-1. 만65세 이상 고령자 우대 : 0.1%p
2-2. 만 19~34세 MZ고객 우대 : 0.1%p

3. 고향사랑 특별금리 : 0.1%p (금리시장상황에 따라 변동 가능)
 - 고향사랑 특별금리는 상품 가입고객 모두에게 적용",개인,단리,12,2.4,3.1,1금융권
농협은행주식회사,NH내가Green초록세상예금,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","※ 우대금리 최대한도 : 0.4%p(연%, 세전)
1. 온실가스 줄이기 실천서약서 동의 : 0.1%p
2. 통장미발급 : 0.1%p
3. 손하나로인증 서비스 등록 : 0.1%p
4. NH내가Green초록세상적금 동시 보유 : 0.1%p",개인,단리,12,2.4,2.8,1금융권
농협은행주식회사,NH내가Green초록세상예금,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","※ 우대금리 최대한도 : 0.4%p(연%, 세전)
1. 온실가스 줄이기 실천서약서 동의 : 0.1%p
2. 통장미발급 : 0.1%p
3. 손하나로인증 서비스 등록 : 0.1%p
4. NH내가Green초록세상적금 동시 보유 : 0.1%p",개인,단리,24,2.35,2.75,1금융권
농협은행주식회사,NH내가Green초록세상예금,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","※ 우대금리 최대한도 : 0.4%p(연%, 세전)
1. 온실가스 줄이기 실천서약서 동의 : 0.1%p
2. 통장미발급 : 0.1%p
3. 손하나로인증 서비스 등록 : 0.1%p
4. NH내가Green초록세상적금 동시 보유 : 0.1%p",개인,단리,36,2.3,2.7,1금융권
농협은행주식회사,NH올원e예금,"인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 큰만족실세예금 계약기간별 금리",없음,개인,단리,1,2.6,2.6,1금융권
농협은행주식회사,NH올원e예금,"인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 큰만족실세예금 계약기간별 금리",없음,개인,단리,3,2.65,2.65,1금융권
농협은행주식회사,NH올원e예금,"인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 큰만족실세예금 계약기간별 금리",없음,개인,단리,6,2.65,2.65,1금융권
농협은행주식회사,NH올원e예금,"인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 큰만족실세예금 계약기간별 금리",없음,개인,단리,12,2.65,2.65,1금융권
농협은행주식회사,NH올원e예금,"인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 큰만족실세예금 계약기간별 금리",없음,개인,단리,24,2.48,2.48,1금융권
농협은행주식회사,NH올원e예금,"인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 큰만족실세예금 계약기간별 금리",없음,개인,단리,36,2.48,2.48,1금융권
농협은행주식회사,NH왈츠회전예금 II,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후 6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p
2. 트리플 회전 우대이율 :  4회전기간부터 0.1%p",개인,단리,1,2.55,2.65,1금융권
농협은행주식회사,NH왈츠회전예금 II,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후 6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p
2. 트리플 회전 우대이율 :  4회전기간부터 0.1%p",개인,단리,3,2.55,2.65,1금융권
농협은행주식회사,NH왈츠회전예금 II,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후 6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p
2. 트리플 회전 우대이율 :  4회전기간부터 0.1%p",개인,단리,6,2.55,2.65,1금융권
농협은행주식회사,NH왈츠회전예금 II,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후 6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p
2. 트리플 회전 우대이율 :  4회전기간부터 0.1%p",개인,단리,12,2.55,2.65,1금융권
부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",제한없음,단리,1,1.8,1.8,1금융권
부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",제한없음,단리,3,2.0,2.5,1금융권
부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",제한없음,단리,6,2.1,2.5,1금융권
부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",제한없음,단리,12,2.25,2.5,1금융권
부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",제한없음,단리,24,1.9,1.9,1금융권
부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",제한없음,단리,36,1.9,1.9,1금융권
부산은행,더(The) 레벨업 정기예금,스마트폰,"- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율(최대 0.20%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 비대면 정기예금 재예치 우대이율  : 0.10%",실명의 개인,단리,6,2.3,2.5,1금융권
부산은행,더(The) 레벨업 정기예금,스마트폰,"- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율(최대 0.20%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 비대면 정기예금 재예치 우대이율  : 0.10%",실명의 개인,단리,12,2.45,2.65,1금융권
부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",실명의 개인,단리,1,1.4,2.1,1금융권
부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",실명의 개인,단리,3,1.75,2.45,1금융권
부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",실명의 개인,단리,6,1.9,2.6,1금융권
부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",실명의 개인,단리,12,2.0,2.7,1금융권
부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",실명의 개인,단리,24,1.55,2.25,1금융권
부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",실명의 개인,단리,36,1.25,1.95,1금융권
